region,HR_Region,Shortage_%,IMPLAN_category,crop_class,basin,crop,p,y,xland,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
KRN04-CC,Tulare Lake,0.75,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2195.369439390368,9360.897071906658,9233.998191718974,45939126.093041316,45429938.036824785,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3250.0561322613416,14041.345607859988,13670.142213776784,14258818.386717068,13916657.566056265,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1064.3014215339515,4104.725203668535,3871.4495976301864,11042060.6812734,10440631.098458573,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,299.8742097895689,1340.7424211140303,1321.2906835590234,5251254.886567934,5188038.863733196,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,5.197270453387185e-21,6529.121711,5.197270453386e-08,845639.2577500001,3.910946016173857e-18,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2657.9793897809277,5431.672185704481,5205.453233576878,20548191.496085707,19741752.4638127,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,5.1972704533869556e-21,4594.727546612399,5.197270453384855e-08,912834.2454391866,2.574469911520131e-18,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,731.1515171763697,2401.8585822,1684.7375879083165,4261596.666802503,2996706.95836857,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2108.282955138386,5305.691589150002,5236.5004446238245,41576080.7330217,41136732.27822785,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17679.48601039459,86595.05298912166,81393.20711633847,109770154.44737183,103434746.44001967,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1464.6138007503437,4038.454375808023,3757.7450461278445,12810596.456147062,11950018.589418752,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.75,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9864.838760696895,41804.065672977325,40085.38806237775,65913541.15245586,63362063.93183749,2,Good,101.6921472639632
KRN04-CC,Tulare Lake,0.76,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,9892.317139703646,72511.77619595379,53153.3979265011,22191101.268776163,16307539.7084099,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,26.368931693847227,643.7051059647924,57.51591334341014,402054.260456255,36014.12225296234,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,10517.123763618443,52353.28803264807,25143.02460570866,27287154.044447508,13137686.686032692,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1680.046601124444,11133.034716695627,5954.841115347692,7079944.830978225,3796414.1941435006,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,492.3674696639591,1317.3686689519682,1283.5035070204801,3296103.8580946103,3219420.5865340587,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,2.1504946130292007e-17,7196.756122290001,5.7703882983746964e-08,2425292.8057590537,1.1377986233700042e-14,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2196.1584309710825,9360.897071906658,9237.316788924525,45939126.093041316,45446265.05585872,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3252.6563246931537,14041.345607859988,13681.07894806976,14258818.386717068,13927791.523811696,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1066.3323296403053,4104.725203668535,3878.837127348496,11042060.6812734,10460553.990511792,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,299.99148560588225,1340.7424211140303,1321.8074183805059,5251254.886567934,5190067.819451784,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,5.7703882778327646e-21,6529.121711,5.7703882778310544e-08,845639.2577500001,4.342217179069155e-18,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2661.7296355665067,5431.672185704481,5212.797808611073,20548191.496085707,19769606.8648897,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,5.608059608994839e-13,4594.727546612399,5.7709395388332056e-08,912834.2454391866,2.777954477231362e-10,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,742.5291143441302,2401.8585822,1710.954131489276,4261596.666802503,3043339.323618683,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2109.0138497270405,5305.691589150002,5238.31582232185,41576080.7330217,41150993.46406336,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17715.053181167368,86595.05298912166,81556.9520410796,109770154.44737183,103642834.01045628,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1468.3638956830816,4038.454375808023,3767.366627354176,12810596.456147062,11980616.214632543,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.76,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9877.674602587333,41804.065672977325,40137.5460059445,65913541.15245586,63444508.81048276,2,Good,98.7366398275575
KRN04-CC,Tulare Lake,0.77,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,10084.861989524727,72511.77619595379,54187.9799036868,22191101.268776163,16624950.961988164,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,38.86698231584082,643.7051059647924,84.77666109165239,402054.260456255,53083.69216387437,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,11239.255626828446,52353.28803264807,26869.40718081025,27287154.044447508,14039752.91422263,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1741.9459381168037,11133.034716695627,6174.240218135691,7079944.830978225,3936288.6008466156,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,492.8830446318244,1317.3686689519682,1284.847507833103,3296103.8580946103,3222791.7529244376,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,2.892551995809883e-16,7196.756122290001,5.700466921771252e-08,2425292.8057590537,1.530411496461607e-13,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2196.9912270153154,9360.897071906658,9240.819633151325,45939126.093041316,45463498.54376648,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3255.3916916070702,14041.345607859988,13692.584243116411,14258818.386717068,13939504.295256048,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1068.4723321865524,4104.725203668535,3886.6214935334683,11042060.6812734,10481547.082020517,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,300.11524226675084,1340.7424211140303,1322.352708764559,5251254.886567934,5192208.898428475,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,5.700466639029462e-21,6529.121711,5.700466639027778e-08,845639.2577500001,4.28960114586967e-18,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2665.6857694277355,5431.672185704481,5220.545599998943,20548191.496085707,19798990.469481353,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,5.700466639029122e-21,4594.727546612399,5.7004666390264864e-08,912834.2454391866,2.8237283349841686e-18,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,754.4512263208213,2401.8585822,1738.4253596840576,4261596.666802503,3092203.444228011,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2109.786828411723,5305.691589150002,5240.235727435201,41576080.7330217,41166075.79308901,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17752.517923489264,86595.05298912166,81729.43304700866,109770154.44737183,103862023.42129253,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1472.2946828211736,4038.454375808023,3777.4518087908828,12810596.456147062,12012688.136491522,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.77,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9891.217620667125,41804.065672977325,40192.577532402494,65913541.15245586,63531495.896457314,3,Good,95.60826718208929
KRN04-CC,Tulare Lake,0.78,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,10278.273292891126,72511.77619595379,55227.21750860929,22191101.268776163,16943790.569044814,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,51.74839636382161,643.7051059647924,112.87360113869505,402054.260456255,70676.85163279793,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,11949.240524375702,52353.28803264807,28566.75030901894,27287154.044447508,14926645.504386624,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1806.123663740122,11133.034716695627,6401.714955427415,7079944.830978225,4081311.499819265,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,493.4170118947555,1317.3686689519682,1286.239453682277,3296103.8580946103,3226283.180170817,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,1.5884411781956817e-06,7196.756122290001,2.583153194527362e-06,2425292.8057590537,0.0008404234890453704,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2197.8692722125215,9360.897071906658,9244.512800972016,45939126.093041316,45481668.39626916,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3258.2655631006764,14041.345607859988,13704.672105734755,14258818.386717068,13951810.139782352,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1070.7245640975802,4104.725203668535,3894.8140996424895,11042060.6812734,10503641.126109388,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,300.24568958111246,1340.7424211140303,1322.9274791722537,5251254.886567934,5194465.730508341,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,5.7680955569349826e-21,6529.121711,5.768095556933189e-08,845639.2577500001,4.340491906593574e-18,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2669.8542817684556,5431.672185704481,5228.709318699077,20548191.496085707,19829951.484111205,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,4.152955185344575e-08,4594.727546612399,1.8870451353335722e-07,912834.2454391866,2.0571679431447678e-05,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,766.9258762102831,2401.8585822,1767.16975954043,4261596.666802503,3143332.203792555,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2110.603482068166,5305.691589150002,5242.264111352716,41576080.7330217,41182010.30640814,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17791.933127675864,86595.05298912166,81910.89363223508,109770154.44737183,104092624.11005268,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1476.4089666574118,4038.454375808023,3788.007785867576,12810596.456147062,12046257.23730158,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.78,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9905.490430613345,41804.065672977325,40250.57453968607,65913541.15245586,63623170.450723976,6,Good,92.287531043251
KRN04-CC,Tulare Lake,0.79,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,10414.262216559537,72511.77619595379,55957.913186510734,22191101.268776163,17167969.064467877,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,61.001625947528886,643.7051059647924,133.05674581623273,402054.260456255,83314.71445300916,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,12439.94190502389,52353.28803264807,29739.85782114039,27287154.044447508,15539615.470344462,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1852.459951017772,11133.034716695627,6565.951607719257,7079944.830978225,4186017.963679877,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,493.802172958106,1317.3686689519682,1287.243492040583,3296103.8580946103,3228801.6151464833,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,631.2774414010693,7196.756122290001,988.6278097653853,2425292.8057590537,334000.6524261505,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2198.512574111738,9360.897071906658,9247.218609654614,45939126.093041316,45494980.58186126,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3260.3645795415723,14041.345607859988,13713.500831682228,14258818.386717068,13960798.074711693,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1072.3720472673788,4104.725203668535,3900.8069024959705,11042060.6812734,10519802.679282919,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,300.34124028524616,1340.7424211140303,1323.3484903948358,5251254.886567934,5196118.826207536,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,7.76775245183166e-08,6529.121711,1.0455125912937369e-06,845639.2577500001,5.845233720003324e-05,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2672.9066816696186,5431.672185704481,5234.687215423253,20548191.496085707,19852622.737131827,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,2.313365952183705e-07,4594.727546612399,1.1846652740730152e-06,912834.2454391866,0.000114592671127031,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,776.0044330224247,2401.8585822,1788.0887974101913,4261596.666802503,3180541.692840673,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2111.2028982970833,5305.691589150002,5243.752926890383,41576080.7330217,41193706.091773234,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17820.755667588935,86595.05298912166,82043.587476863,109770154.44737183,104261251.86913534,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1479.4040217730558,4038.454375808023,3795.6921694656203,12810596.456147062,12070694.371711992,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.79,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9915.943508638862,41804.065672977325,40293.050215597184,65913541.15245586,63690310.78765235,6,Good,89.86999564171917
KRN04-CC,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,10456.775543251388,72511.77619595379,56186.345790716725,22191101.268776163,17238052.51947372,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,63.92761029446212,643.7051059647924,139.43890230616157,402054.260456255,87310.96121811021,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,12591.989708901257,52353.28803264807,30103.354700585805,27287154.044447508,15729549.187350843,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1867.1525499696218,11133.034716695627,6618.028789043726,7079944.830978225,4219218.94225531,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,493.9242398245671,1317.3686689519682,1287.561695439892,3296103.8580946103,3229599.768166395,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,2280.7276328325825,7196.756122290001,3571.790491975346,2425292.8057590537,1206703.2138543676,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2198.7182091346403,9360.897071906658,9248.083535751743,45939126.093041316,45499235.89587858,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3261.034384205424,14041.345607859988,13716.31811329201,14258818.386717068,13963666.161219629,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1072.898209084229,4104.725203668535,3902.7208418889254,11042060.6812734,10524964.244716054,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,300.37177979143905,1340.7424211140303,1323.483051528342,5251254.886567934,5196647.181564001,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,4.565851228502645e-20,6529.121711,5.928764994326785e-08,845639.2577500001,3.43580304944824e-17,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2673.8821009936078,5431.672185704481,5236.597500488427,20548191.496085707,19859867.521239877,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,4.614226102999108e-18,4594.727546612399,5.928764998942345e-08,912834.2454391866,2.2856586690385852e-15,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Tomatoes Processing,75.98456236,53.94007231,1039.76562,778.8956889466637,2401.8585822,1794.7509010206684,4261596.666802503,3192391.8313455503,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Truck,923.9057692,21.11899336,2130.7998350000007,2111.394700200136,5305.691589150002,5244.229319152367,41576080.7330217,41197448.52279612,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KRN,Almonds,5115.183836,1.143761761,18762.35962,17829.95916745841,86595.05298912166,82085.95875178065,109770154.44737183,104315097.42068589,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Vegetables and non-tree fruits,Vegetables,KRN,Lettuce,479.2433265,17.02508876,1570.08763,1480.358007733631,4038.454375808023,3798.1398012414497,12810596.456147062,12078478.095965497,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.8,Trees and Vine,Trees and vines,KRN,Pistachios,4379.7619,1.4665228119999998,10262.07821,9919.284192477333,41804.065672977325,40306.62495374811,65913541.15245586,63711768.06922421,5,Good,89.09206912834478
KRN04-CC,Tulare Lake,0.81,Alfalfa and Pasture,Alfalfa and pasture,KRN,Alfalfa,199.736451,8.253403632000001,13461.34459,10586.30120238902,72511.77619595379,56882.31305537559,22191101.268776163,17451576.28744586,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Other field and grain,Field and grain,KRN,Beans Dry,989.2558964,1.380612025,294.377335,72.93962531298804,643.7051059647924,159.09590927157558,402054.260456255,99619.37835047573,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Corn,Corn,KRN,Corn,50.43552386,24.76768295,21844.20919,13051.434796648731,52353.28803264807,31201.738574849252,27287154.044447508,16303474.696637271,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Other field and grain,Field and grain,KRN,Cotton,2858.852174,0.790424805,3133.124217,1912.526936997564,11133.034716695627,6778.856033522155,7079944.830978225,4321751.792741807,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Vegetables and non-tree fruits,Vegetables,KRN,Cucurbits,365.85,17.8725,504.095154,494.3010239936212,1317.3686689519682,1288.5438964024231,3296103.8580946103,3232063.429527615,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Other field and grain,Field and grain,KRN,Field and Grain,223.9885826,2.362115685,4583.921097,2985.5294041326083,7196.756122290001,4675.562914901353,2425292.8057590537,1579604.629312608,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Trees and Vine,Trees and vines,KRN,Grapes Table,1745.2144879999996,11.85729761,2219.97559,2199.358323174883,9360.897071906658,9250.775935393154,45939126.093041316,45512482.11342309,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Trees and Vine,Trees and vines,KRN,Grapes Wine,361.67775510000007,11.83919792,3329.963385,3263.1158271469712,14041.345607859988,13725.072922398269,14258818.386717068,13972578.846872428,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Vegetables and non-tree fruits,Vegetables,KRN,Onions and Garlic,426.9855608,22.97465084,1125.6102019999996,1074.5346424041722,4104.725203668535,3908.6734498535043,11042060.6812734,10541017.40058437,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Trees and Vine,Trees and vines,KRN,Orchards,1503.259449,11.50880315,303.5281637,300.46697197324005,1340.7424211140303,1323.847827916055,5251254.886567934,5198294.074569751,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Alfalfa and Pasture,Alfalfa and pasture,KRN,Pasture,215.0,3.5,1123.7731,5.901232298011314e-21,6529.121711,5.90123229800932e-08,845639.2577500001,4.440677304253513e-18,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Vegetables and non-tree fruits,Vegetables,KRN,Potatoes,316.2258,23.4875,2766.556292,2676.91753047358,5431.672185704481,5242.5421614078605,20548191.496085707,19882412.728943657,5,Good,86.7554138886697
KRN04-CC,Tulare Lake,0.81,Other field and grain,Field and grain,KRN,Safflower,434.207238,1.140815583,1842.805166,4.505947651633319e-09,4594.727546612399,9.096349151577718e-08,912834.2454391866,2.232022896644721e-06,5,Good,86.7554138886697
