region,crop,hr,Shortage_%,xland,p,y,xlandsc,xwater,xwatersc,grev,grevsc,iterations,statussc,lambdawater
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,0.5,750.894725,101.0,43.3,388.62155784996963,1786.8747878138583,922.4755330318318,3283887.9008424995,1699558.658945272,3,Good,720.9093701748669
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,0.5,43.2080525,555.0,22.8,38.5489810282252,115.26753339094934,102.58127931144482,546754.696335,487798.8059311617,3,Good,720.9093701748669
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,0.5,351.735675,1689.181611,10.69211111,332.90665566283167,1089.8475423605726,1028.9273420049399,6352668.997352641,6012599.633067137,3,Good,720.9093701748669
BANTA-CARBONA I.D.,Alfalfa,San Joaquin River,0.55,692.4817265,281.0,6.7,6.509500938363103e-21,2863.3879501255306,6.509500938361023e-08,1303735.34648155,1.2255437416656215e-17,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Almonds & Pistachios,San Joaquin River,0.55,6944.405664,4883.344789,1.202182209,3069.006237868247,28639.45369734431,12625.259634450782,40768315.567165144,18017123.543290023,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Citrus & Subtropical,San Joaquin River,0.55,160.6387081,933.0,3.6,120.35141086877684,521.6687197067006,389.86000095206134,539553.29276628,404236.31882604765,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Corn,San Joaquin River,0.55,282.9171526,59.0,27.1,6.5095001445557006e-21,683.4795368215509,6.5095001445521e-08,452356.23529214005,1.040803978113011e-17,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Cucurbits,San Joaquin River,0.55,324.6611668,203.0,12.0,305.6772974994793,746.5996259320906,701.1864386860155,790874.6023248,744629.8967087317,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Dry Beans,San Joaquin River,0.55,1248.750059,1752.0,1.3,6.509500855097757e-21,2762.36170131648,6.509500855094373e-08,2844153.1343783997,1.4826039147570652e-17,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Grain,San Joaquin River,0.55,72.81367026,164.0,2.5,1.3946671290861225e-06,33.97899734514724,7.330286733035491e-07,29853.604806599997,0.0005718135229253103,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Other Deciduous,San Joaquin River,0.55,5966.793346,1941.520674,2.07538957,4981.8200203034385,20560.59844055851,17123.624196816963,24042667.2585236,20073804.15986789,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Pasture,San Joaquin River,0.55,8.53927993,276.0,5.0,6.5095009383632666e-21,39.282284924693066,6.509500938361288e-08,11784.206303399998,8.983111294941308e-18,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Safflower,San Joaquin River,0.55,52.20934812,574.0,1.3,6.509500937843475e-21,125.59767726324469,6.509500937840416e-08,38958.61556714401,4.857389599818802e-18,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Tomato Processing,San Joaquin River,0.55,750.894725,101.0,43.3,424.7724669253484,1786.8747878138583,1008.2873683315589,3283887.9008424995,1857657.4296046258,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Truck Crops,San Joaquin River,0.55,43.2080525,555.0,22.8,38.83507929035258,115.26753339094934,103.34260490136026,546754.696335,491419.09334012156,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Vineyard,San Joaquin River,0.55,351.735675,1689.181611,10.69211111,333.59635654523663,1089.8475423605726,1031.0590269190068,6352668.997352641,6025056.263783088,5,Good,663.8388539128202
BANTA-CARBONA I.D.,Alfalfa,San Joaquin River,0.6,692.4817265,281.0,6.7,4.1176487395323993e-22,2863.3879501255306,4.117648739533803e-09,1303735.34648155,7.752297281917649e-19,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Almonds & Pistachios,San Joaquin River,0.6,6944.405664,4883.344789,1.202182209,3621.023242028056,28639.45369734431,14896.143907647724,40768315.567165144,21257833.333717987,17,Good,593.9393172785208
BANTA-CARBONA I.D.,Citrus & Subtropical,San Joaquin River,0.6,160.6387081,933.0,3.6,129.56623199693956,521.6687197067006,419.71000553173207,539553.29276628,435187.0600313206,17,Good,593.9393172785208
